rewire_id,text,label_sexist,label_category,label_vector,split,sexism_grade
sexism2022_english-10023,"look at that pale fatass blob with a pixie cut, or weird beatles haircut. she waddles around wearing vile shirts. i hope trash like her die off before producing offspring.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-10028,feminism is bad for women. more research on why it hurt families and women. gabfam feminsim,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-10042,"single for women mean sleeping around and finding a partner within a few days. i've never had sex. i'm not single, i'm incel.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-10121,"be careful with the girls. most of them who are willing to do the pump and dump are borderline. they can be of a relatively mild version, but if encounter a strange one, just get away. and dont forget to make a video.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-10203,what's the going timeframe onto getting on gab nowadays??? i'm trying to recruit hardcore since twat is going crazy with censorship.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-10231,"when a girl gives you shit test, scare the shit out of her.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-10244,so what would happen if every man with a spine and women with a sense of humor on twatter tweeted this meme every day for a week?? i guess i should've asked first - just how many men out there still own a spine...,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-10304,people have no problems with a female lead. they got problems with them shoving down bullshit pcsjw down their throats. disney already ruined star wars marvel is just next on the list.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-10379,"you say you're a mgtow, why in the hell did you agree to this? she made her damn bed. bet your ass she would have never done the same for you if you were in her situation.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-1040,nothing is as dangerous to feminism as a traditional woman.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-10456,she gets a bad rap because it's pretty obvious which group she disagrees with.. if the fem-nazis hate her she can't be all that bad,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-10588,"she is garbage sent here to harm and die. contaminated by the west, she will be killed by her masters. don't listen the real monsters wait in the shadows. you have no idea of the horrors she brings.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-106,"protest victim? woman punched on video talks about assault during berkeley demonstration says she was attacked? video doesn't lie, beeottch! you did the attacking, and got your clock cleaned for doing it you piss ant!",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-1069,hoochie mama,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-10735,"she didn't have to be a bitch about it. she literally went out of her way to rub the rejection in his face, when a simple i appriciate the offer but i have a boyfriend would have sufficed.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-10990,"dude, it took me 10 minutes to figure out these were before and after pics. at first i didn't believe that most women hit the wall hard at 30. this was a really fucking mind opener",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-11039,"so whose fault is it for wet dreams? if a wife or girlfriend deliberately withholds sex, isn't she also contributing to acts against an unborn child?",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-11055,"maxims larochefoucauld the greater number of good women are like concealed treasures, safe as no one has searched for them.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-11121,come on.. even women for fuck's sake.. are coming out in msm saying the me too rape culture shit needs to get capped. this nonsense has gone too far.. when does it end?,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-11149,nobody except the most diehard pussy hat partisan sycophants like her. even a near-majority of those who voted for her are sick of her. i want her to die.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-11170,"that is knajjd, everybody hate that pricks gutts, he ban people randomly, he is also 5'2 and looks like a girl",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-11173,"of course not dear, and now men are using the exact same argument since men are by far more often murdered than women. i have no obligation to put myself in harms way to help a stranger because she has a vagina.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-11188,"nah, women live life without a care",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-11223,globogayplex is trying to recruit your wife.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-11239,it was pretty much that during the last election. the dems just need a few more single moms in society to competly control everything,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-11252,can't really pick a side in this one female israeli soldier uses martial arts to fight off crowd of ultra-orthodox demonstrators as they call her a 'wh',not sexist,none,none,test,sexist (high confidence)
sexism2022_english-11284,this right here. attractive women are attracted to trust fundy douche nozzle frat boys. debate me.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-11296,"if you don't want your mother fucked, keep her off the streets",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-11301,"don't think that using the word feminine wasn't strategic, mo. it was. and i couldn't agree more with everything else you wrote. they attempt to bring the rest of us down to their level. not gonna happen ... lol, men are a gift from god.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-11340,so they confirm being a women means being a hole. sexist pig vice! reeeeeeee,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-1149,"fucking skank. she should be in jail,",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-11613,but if a women says shes suicidal shes get the attention of 1000 guys like wtf. and they wonder why male suicide is so high,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-11638,how do you make lady gaga scream? bite her clit off.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-11759,"i don't care if she's trump's daughter.., she's an insane, anti-american, jew married vapid overly privileged female...",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-11761,providing emotional support is gay. the best way to pull anyone women included out of depression is squats and nutritious food. you should be leading your girlfriend not being her vagina boy. she already has a vagina she doesn't need a second.,sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist (high confidence)
sexism2022_english-1178,"sorry, i don't speak stupid bitch...",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-11806,for sex just ask the girl you've been in contact with if she wants to come over and you'll cook her dinner. make something that would make a 5 star restaurant jealous. find a new girl at the party.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-11829,it would be funny to see that ugly old bag trying to wrap them ugly legs around her neck,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-11843,"oh yes, she should be shot.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-11844,"i always wanted to see one of those so i could run up, pull out my cock and fuck her face.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-11845,sounds like so many men in this sub talking about feminism. feminism is about equal rights for women. feminists are about giving women the benefits and baring none of the responsibility in society. let's end the women hate fellas.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-11872,heres a banana bitch since you wanna act like a monkey,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-11886,you've seduced a girl before right? just do the same thing with her without the kissing. pull ya dick out and make er suck for god sakes,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-12075,gorier allred is a blatant misandrist. her dad must have molested her.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-12085,the cute girl at the dog park is also probably getting hallowed out by the basketball team in her spare time or posting her shit for free online though. shrug,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-12093,"because women are taught by society that men with no ambition and shit personalities are not diserable, so its soiciety that needs to change so women can change... easy peasy",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist (high confidence)
sexism2022_english-1211,fuck that cunt. hope she gets locked up for saying that shit on social media. cheating bitch,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-12148,"nah, not really. when attractive women shun me for what i can control my incel lite awalt worldview, the trauma lives on. ftfy",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-12163,get packing you miserable freeze-dried old kike cunt.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-12170,tell that to weev you lying shitskin son of a bitch.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-12229,i'd be willing to end the 19th amendment to stop that emily in her tracks.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-12267,"yes, it is new. what remains constant is that feminists are playing to the fears of women to instill hate.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-12295,this is why in other cultures women are beat on their wedding night,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-12298,if only my ex was a nice woman like her and just put a bullet in my head instead of torturing me on a daily basis... most women prefer the death by 1000000 cuts method.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-12302,"actually first i advise to make here take a pregnancy test before running away , she could have sex with any man in the next month , get pregnant , and say the child is his , he needs to kill the possibility then run ... run and never look back",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-12327,should've hit her ass with tranq dart and let the lion do lion things.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-12336,giving women all your money is good personality.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-12388,i'd just love to be able to walk up to her and punch her in the face...just once.,sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist (high confidence)
sexism2022_english-12423,buahahahahahaha. . .stop paying for women. wtf. they don't give threee flying fucks about you.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-12448,"my cat i had for 15 years died and i broke down a little infront of a plate. absolutely nothing changed. just never bring it up again. think of it as a test for her. if she leaves, she was trash to begin with.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-12458,"i hope we dont. maybe if all the woman-bashing and cunt speak were minimized, then we would be less likely to get banned ...? dunno",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-12493,date rape is a common form of rape what would stop the attackers from using objects especially if the attacker was a woman.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-12508,literally any woman that isnt fat but even fat women only want chad and tyrone,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-12565,"absolutely not. she can tie you up, feed you with viagra and rape you until she gets pregnant and you will be liable for child support 'in the best interest of the child'. welcome to the u.s.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-12774,"well obviously, when a woman commits rape, its out of love, not lust. s tag for the sarcasm impaired.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-12797,she looked worse on her livestream,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-12996,shudder.. if you had to have sex with her you would have to roll her in flour first so you could find the wet parts.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-13015,rape list put up in boys' toilets. the girls who get the most ticks will be the ones to be raped.,sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist (high confidence)
sexism2022_english-13042,looks like a tranny witch,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-1313,"greens, eh? the fateful question of the occident is thus now whether young female university graduates can be continually served with yoga and pilates courses even amidst the ruins looming on the horizon.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-13150,"canadians, how could you have elected this ignorant piece of shit to be the leader of you country? he is a left wing pussy not fit to govern anybody anywhere.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-13212,"so which is is gals? are you strong, independent, and persistent, or are you victims that constantly needs men to come to your defense? chivalry is long dead, so you better put your big-boy pants on bitches...",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-13452,i don't care if she doesn't care. if she tries to break into my house i will shoot her. dead.,sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist (high confidence)
sexism2022_english-13518,hilarity. i had sex with a black woman once. it was a bizarre sensation. it occurred to me perhaps this is what prison sex is like you close your eyes and try to imagine you are having sex with a woman.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-13568,"sometimes girls laugh if they like you, they're silly creatures.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-13793,i always thought fat activists the philosophy is rife with sexual entitlement were the female version of incels. til.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-13808,"jesus if looks could kill she could kill my children just by her stare. good thing she's a female, otherwise she'd be treated like an adult by the criminal justice system.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-13846,if i say bad things about women my wiener wont get action!!!,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-1398,"get the bitch. if she's guilty, send her to a prison in the negev and gas her daily. or something lmao. how many more of those roaches in israel are guilty of something? pm's, a former president there... bunch of lowlifes...",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-14031,"i'll throw her a bone, she looked pretty good until 35-40. better than most women can say.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-14051,lol. scaredy-twat runs away again.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-14075,"this is great! they include both genders and adoptions. honestly men will most likely not take advantage nearly as much as women, however this is a huge step forward!",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-14147,the whole beta provider paradigm will slowly collapse for women. the only beta providers that will stay in the game will be 0 to 3's. that's like me getting rid of a dry spell by fucking a 400 pound land whale. there are limits. women are fucked.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-1420,they know women are shit and prefer male friends....and then talk shit and use and abuse them!,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-14204,i used like katy perry. now....i can not stand the sight of her. what a dumb hitch.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-14211,stopmilitantfeminisim conservative women have class know these twits will destroy themselves.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-14219,the moment my mom divorced my dad and went riding the cock carousel i knew id never date again. seven years later ive held up. been a great 7 years.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-14270,"it is pretty remarkable to be honest dozens of literally porn star type girls that you can fuck for cheap. and people want to get a 10 so badly lol. fucking a 10 feels awesome but its still just fucking, i agree",sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-14428,people who kick babies do not belong in western civilization. people who kick babies black welfare moms refugees drug addicts pedophiles sociopaths satanists abortionists chimps,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-14500,if you said it it would be a lie. you lack honor. clearly you are a female.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-14511,it could be like for the ladies' corner of your man cave. where they could pause and be cheered by its message in between bearing platters of food and drink up and down the stairs.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-14519,"post pic so we have context, try older women if your virginity is not super sacred to you, was at the bar yesterday and the amount of 40 year old cougars hunting for young meat was borderline pathetic",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-14567,"umm...what the fuck are you bringing to the table, twat?",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-14700,just take it easy on the weights so you don't end up with the big biceps and linebacker shoulders too many women have these days.,sexist,3. animosity,3.3 backhanded gendered compliments,test,sexist (high confidence)
sexism2022_english-14758,hit her with a club on the back of the head and carry her back to your cave oonga boonga style,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-14870,"sure seems it. being as modern feminism and culture has told the women that the best way to happiness and success has to essentially become men, save for the penis, the only thing they need is one.",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist (high confidence)
sexism2022_english-14871,how did she get two queens??! how did the castle and bishop become king and queen? why is one of the black pawns behind the front line? this bitch be dummmm,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-14909,"yeah but she's a typical white girl. thin brows, no lashes, thin lips, but also with bad skin. all of my white friends look pretty... tired without makeup.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-14974,"man praises his thicker wife and thicker women in general, proceeds to piss off feminists anyways. hopefully he learned his lesson. never identify as a feminist and never try to appease them. they. hate. you. you. will. never. please. them.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-14991,half the human population counts as a 'minority' to you? some women don't give a shit about pushing paper as an office drone for 50 years of their life.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-15081,"if i was put in this situation, i think i might actually kill someone. at that point i would have realized i was fucked in more ways than one and if i was gonna go out, i'm taking her with me.",sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-15205,anthem is like a crack baby. it's already going to be fucked up thanks to the mother's addiction.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-15247,"never help a roastie, you will never get anything in return.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-15305,"excellent video, neatly showing how women steal from men. marriage, meritricious law and diamond rings are all jew inventions that transfer wealth from men to women.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-15413,do we really care what this witch thinks? why do we repost her crap... ignore her,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-15540,"i agree. i'm a 4 or 510. i fucking hate my life, and i'm starting to get a hatred towards women.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-15616,"nah, women definitely prefer fat over skinny.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-15665,he seems like a really nice dude. i hope his current wife doesn't decide to cheat and devorce rape him because she's bored.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-15680,"just looking at her dumpy fat ass... reminds me of her screeching voice, which was like nails on a chalkboard. fuck i'm grateful she is frightening bears in the woods of chappaqua",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-15742,the dating situation for black women is extremely pitiful. i actually feel bad for the smarter ones.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-15753,ew that's fucking gross. and i thought things couldn't get more gross than it already is with this tranny shit. boys can't have vaginas and girls can't have dicks. i don't understand why people are so fucked in the head.,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-15863,i hate women sometimes.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-16024,"only people in my office in a shitty mood today our token wise latina and the silly single mom beaner burner. engineering group is all grins also, all white and all male, even their intern is wearing a red maga hate. lol.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-16073,put her in a plane then fly over her shit hole and push her out - job done!,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-16100,politics gabfam maga australia as msm develops a case of total silence while covering womens virtue signaling bs. must've been the vagina hats rather than the fgm and child rapes,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-1611,the only thing more gay than sucking a penis is going down on a woman. why would someone degrade themselves like that?,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-16152,stop coping women wear fakeup so they can attract chad,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-16193,"and you can bet money on it, she will receive no prison time as a punishment for her fake rape allegation. judge will say she as mental issues and she needs help.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-16287,"so, we should replace how old are you, ma'am? with so, are you still on the cock carousel or have you hit the wall and started a frantic search for some simp to support you? can i just keep ignoring them and going my own way?",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-16340,"well if you have a penis you have to wear skinny jeans and be a beta, if you own a vagina, don't wash it for a week and bow up and act tough but be sure to scream you hit a girl if you're punched. oh and if you see a car coming move out of the way!",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist (high confidence)
sexism2022_english-16493,daily reminder that nobody seriously thinks like that. daily reminder that this is just payback to women for mocking us for our height and penis size.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-16529,"i thought i was leading her after we started kissing. i was touching her everywhere, including the pussy. i was kissing up her inner thigh to there. thanks for the constructive criticism.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-16583,absolutely my friend. get men to accost and kill other men for them...and to hell with the grieving widow. she was not a feminist anyway.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-16610,is she a porn star? if she is i want to see that ass.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
